Variable 1,Variable 2,Correlation,Type
Notum_z,R-M-FeTi_x,0.3198303519570268,XYZ-XYZ
L-F-TiTa_z,L-H-ThC_y,-0.31976324525670985,XYZ-XYZ
R-H-CTr_z,R-H-FeTi_x,-0.31965660417851094,XYZ-XYZ
L-F-CTr_z,L-F-ThC_x,-0.319649871996997,XYZ-XYZ
L-M-CTr_x,L-M-CTr_z,-0.3196488674016204,XYZ-XYZ
L-F-CTr_z,R-WH_z,-0.31963562856035427,XYZ-XYZ
R-F-TaG_x,R-F-ThC_y,0.31939024482259487,XYZ-XYZ
R-F-CTr_y,R-F-ThC_y,0.3179821799497985,XYZ-XYZ
L-F-CTr_z,L-M-ThC_x,-0.31790233577719856,XYZ-XYZ
R-H-FeTi_y,R-H-FeTi_z,0.31787171266267555,XYZ-XYZ
L-F-FeTi_z,Notum_x,0.31771287714465124,XYZ-XYZ
L-H-TiTa_z,R-H-TiTa_x,-0.31755500984894375,XYZ-XYZ
L-H-TaG_x,R-H-ThC_y,0.3174961849373125,XYZ-XYZ
R-F-ThC_y,R-WH_x,-0.31728763892810535,XYZ-XYZ
L-H-TiTa_x,R-M-ThC_x,0.31716850641316224,XYZ-XYZ
R-F-TaG_x,R-H-FeTi_y,-0.3171039493381355,XYZ-XYZ
L-F-ThC_y,L-M-ThC_z,-0.31707880893612883,XYZ-XYZ
R-H-CTr_y,R-WH_z,0.316868427778919,XYZ-XYZ
R-F-FeTi_x,R-H-FeTi_y,-0.31671296393624054,XYZ-XYZ
R-H-CTr_y,R-H-FeTi_y,0.31656996487810435,XYZ-XYZ
L-H-TaG_z,R-M-ThC_x,-0.31638289839551775,XYZ-XYZ
R-H-CTr_z,R-H-FeTi_z,0.31632629608073615,XYZ-XYZ
L-H-FeTi_z,R-WH_z,-0.316080872420288,XYZ-XYZ
L-H-CTr_x,R-H-ThC_z,0.316016533083069,XYZ-XYZ
L-H-CTr_x,R-F-CTr_y,0.315921869103822,XYZ-XYZ
L-M-ThC_z,R-F-CTr_y,-0.3157784147122122,XYZ-XYZ
L-H-TiTa_z,R-F-ThC_x,-0.3154651453335576,XYZ-XYZ
L-F-TaG_x,L-M-TaG_z,-0.3153543246143566,XYZ-XYZ
R-F-FeTi_y,R-M-FeTi_y,0.31505585869136554,XYZ-XYZ
L-H-ThC_z,R-M-FeTi_z,0.3150117950419908,XYZ-XYZ
L-F-ThC_y,L-H-CTr_y,0.31491413060965495,XYZ-XYZ
L-F-CTr_z,R-M-ThC_x,-0.3148464871768483,XYZ-XYZ
R-F-TaG_x,R-M-TaG_z,0.3144683869914449,XYZ-XYZ
L-WH_x,R-H-TaG_z,0.31411991128850464,XYZ-XYZ
R-F-FeTi_y,R-M-CTr_y,0.31382966888631014,XYZ-XYZ
R-F-CTr_x,R-F-CTr_y,0.3134809376209517,XYZ-XYZ
L-F-CTr_x,R-M-CTr_y,0.3134794452510502,XYZ-XYZ
L-F-ThC_z,L-H-ThC_y,0.3133586753638641,XYZ-XYZ
L-F-ThC_y,L-M-TaG_x,0.31297929057021473,XYZ-XYZ
L-M-CTr_y,R-F-CTr_y,0.31288086877030435,XYZ-XYZ
L-H-FeTi_z,R-M-ThC_x,-0.3125819775011999,XYZ-XYZ
L-M-ThC_y,R-F-TiTa_z,-0.31246899627781344,XYZ-XYZ
L-H-CTr_y,L-H-ThC_y,0.31219003403048395,XYZ-XYZ
L-H-TaG_z,R-M-TaG_y,-0.3121870775143268,XYZ-XYZ
L-H-TiTa_z,R-F-ThC_z,-0.31215695079945166,XYZ-XYZ
Notum_y,R-H-FeTi_x,-0.3120387534996913,XYZ-XYZ
L-F-TaG_x,R-H-CTr_x,0.31198872560771745,XYZ-XYZ
L-H-CTr_y,L-H-TiTa_z,-0.3118351696356093,XYZ-XYZ
L-F-CTr_x,L-H-ThC_y,0.31181899024699516,XYZ-XYZ
L-H-ThC_x,L-H-TiTa_x,0.3117256789343914,XYZ-XYZ
L-H-TaG_x,R-M-CTr_y,0.3116115519525508,XYZ-XYZ
L-H-TiTa_z,R-H-TaG_z,0.3115594090871404,XYZ-XYZ
Notum_z,R-F-CTr_y,0.31146993941774687,XYZ-XYZ
L-F-FeTi_z,R-F-CTr_y,-0.31132382970297173,XYZ-XYZ
L-F-CTr_z,L-WH_z,0.3112583540767096,XYZ-XYZ
L-H-CTr_z,R-M-FeTi_x,-0.3112218319284683,XYZ-XYZ
L-F-TiTa_z,Notum_y,0.3111674069882089,XYZ-XYZ
L-M-TaG_x,R-F-FeTi_x,0.3105828598661364,XYZ-XYZ
R-F-FeTi_z,R-F-ThC_z,0.31056710001974985,XYZ-XYZ
L-F-TaG_z,R-WH_x,0.31048945429945374,XYZ-XYZ
L-H-TaG_x,R-H-ThC_x,0.3104775088129683,XYZ-XYZ
R-F-TaG_y,R-H-TaG_x,0.3103988090795719,XYZ-XYZ
R-H-CTr_z,R-H-TaG_y,-0.31023451328366447,XYZ-XYZ
Notum_y,R-M-TiTa_x,-0.31008233718429035,XYZ-XYZ
L-M-FeTi_y,L-M-TiTa_x,-0.30997607152946566,XYZ-XYZ
R-F-TaG_y,R-M-FeTi_y,0.3099629804833674,XYZ-XYZ
Notum_z,R-H-FeTi_x,0.3099212467792646,XYZ-XYZ
L-F-TaG_z,L-M-ThC_x,-0.3095247936675943,XYZ-XYZ
R-H-CTr_z,R-H-ThC_x,-0.3094805542825018,XYZ-XYZ
R-F-TaG_y,R-H-CTr_z,-0.30944679251400653,XYZ-XYZ
L-M-TaG_z,R-F-CTr_y,-0.3094251509029261,XYZ-XYZ
L-H-CTr_y,L-H-FeTi_x,-0.30942271851831993,XYZ-XYZ
L-F-FeTi_z,L-M-ThC_z,0.3094202980602615,XYZ-XYZ
L-H-CTr_y,L-H-TaG_y,0.3092780315704772,XYZ-XYZ
L-H-TaG_z,R-H-TiTa_x,-0.3091144063315366,XYZ-XYZ
L-F-ThC_x,L-H-TiTa_x,0.3090487263831999,XYZ-XYZ
L-F-ThC_x,R-H-ThC_z,0.3089904110651558,XYZ-XYZ
R-H-ThC_z,R-WH_x,0.30842864727030067,XYZ-XYZ
L-H-TiTa_z,R-M-TaG_y,-0.30837162826131703,XYZ-XYZ
L-H-TaG_z,Notum_x,0.30833522344806874,XYZ-XYZ
L-M-TaG_x,R-M-CTr_y,0.30816310748257925,XYZ-XYZ
L-M-ThC_z,R-H-CTr_z,0.3079692465682428,XYZ-XYZ
R-F-TaG_y,R-H-TiTa_x,0.30771828538943125,XYZ-XYZ
L-F-TaG_z,L-M-CTr_z,0.30766371431222056,XYZ-XYZ
L-F-TaG_z,L-H-CTr_x,-0.30737915995448656,XYZ-XYZ
R-F-ThC_y,R-H-ThC_z,0.3072252132866669,XYZ-XYZ
L-M-CTr_z,L-M-TiTa_y,-0.30718974307954733,XYZ-XYZ
L-H-TaG_x,R-M-ThC_y,0.3070803322777934,XYZ-XYZ
L-F-TaG_x,L-WH_z,-0.30662063909341936,XYZ-XYZ
L-F-TaG_z,Notum_x,0.30652813518517436,XYZ-XYZ
L-H-ThC_x,R-H-ThC_z,0.30609635648810624,XYZ-XYZ
R-F-TiTa_y,R-M-FeTi_y,0.3060751639765572,XYZ-XYZ
L-H-FeTi_y,R-M-TiTa_y,-0.3059766755506276,XYZ-XYZ
R-H-CTr_y,R-M-CTr_x,0.3057571556578955,XYZ-XYZ
L-F-FeTi_z,L-H-CTr_x,-0.30573873912154936,XYZ-XYZ
L-H-ThC_x,L-H-ThC_z,0.30522213917321966,XYZ-XYZ
L-F-ThC_x,L-H-ThC_z,0.3051407750364179,XYZ-XYZ
L-H-TiTa_x,L-M-CTr_x,0.3049805934764678,XYZ-XYZ
R-F-FeTi_y,R-M-TaG_y,0.3047991747262331,XYZ-XYZ
Notum_z,R-F-TiTa_x,0.30476584037558296,XYZ-XYZ
L-F-CTr_y,L-F-TaG_x,0.3047092529560839,XYZ-XYZ
R-H-ThC_z,R-M-CTr_x,0.304579265610593,XYZ-XYZ
R-H-TiTa_x,R-M-FeTi_x,0.3043530321768354,XYZ-XYZ
L-H-TiTa_x,R-F-ThC_y,0.3043077586358598,XYZ-XYZ
L-F-FeTi_z,R-M-CTr_x,-0.30413459928764913,XYZ-XYZ
L-H-TaG_x,R-F-ThC_x,0.3040866916847364,XYZ-XYZ
R-F-FeTi_y,R-H-FeTi_x,0.30407277853433673,XYZ-XYZ
L-M-ThC_z,R-H-TaG_z,-0.30406142332186203,XYZ-XYZ
L-H-TiTa_z,L-M-TiTa_z,0.30393484018384864,XYZ-XYZ
L-F-ThC_z,L-M-CTr_x,-0.30378269619052495,XYZ-XYZ
L-H-TaG_z,L-M-TiTa_z,0.30374578992114243,XYZ-XYZ
L-H-TiTa_x,R-H-CTr_x,0.3028795666298013,XYZ-XYZ
L-H-FeTi_z,L-M-CTr_z,0.3027943290082435,XYZ-XYZ
R-M-CTr_y,R-M-TaG_y,0.3025085693440931,XYZ-XYZ
L-H-FeTi_y,R-H-CTr_y,-0.3022443973553309,XYZ-XYZ
L-H-TaG_x,R-M-ThC_x,0.301667128359611,XYZ-XYZ
L-H-TaG_x,L-M-TiTa_z,-0.30162537462835615,XYZ-XYZ
L-F-TiTa_z,R-H-ThC_x,-0.30151564696010524,XYZ-XYZ
R-F-ThC_x,R-H-CTr_y,0.301469181984499,XYZ-XYZ
L-M-TiTa_x,R-F-CTr_x,0.30123607787612533,XYZ-XYZ
L-M-TiTa_x,R-H-ThC_y,0.3011837398031711,XYZ-XYZ
L-M-TaG_z,R-H-TaG_x,-0.30104208682045513,XYZ-XYZ
L-H-TaG_x,R-H-CTr_x,0.3010288460530141,XYZ-XYZ
L-H-ThC_y,R-F-CTr_y,0.3008997083449781,XYZ-XYZ
R-F-TiTa_x,R-H-TaG_y,-0.30083887142890464,XYZ-XYZ
L-F-ThC_z,Notum_x,0.3007146981834754,XYZ-XYZ
L-H-TiTa_x,L-M-TiTa_z,-0.30065009413112936,XYZ-XYZ
L-H-ThC_y,L-M-TiTa_z,-0.30062053372176095,XYZ-XYZ
R-F-ThC_z,R-F-TiTa_x,0.3006108625637616,XYZ-XYZ
R-F-CTr_y,R-M-CTr_x,0.300442733987063,XYZ-XYZ
L-M-CTr_z,R-F-FeTi_x,-0.30041976585692,XYZ-XYZ
R-H-TaG_z,R-WH_x,-0.30013544039880063,XYZ-XYZ
